編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPUOMLQJKIPFFAA28DA,坡道平面,2600000,43.95,地下一樓
RPXNMLQJKIPFFAA48DA,坡道平面,2300000,43.93,
RPTOMLQJKIPFFAA18DA,坡道平面,2500000,43.95,地下二樓
RPVOMLQJKIPFFAA38DA,坡道平面,2300000,43.95,地下三樓
RPWOMLQJKIPFFAA48DA,坡道平面,2500000,43.95,地下二樓
RPQNMLQJKIPFFAA77DA,坡道平面,2500000,43.95,地下一樓
RPOPMLQJKIPFFAA77DA,坡道平面,2400000,43.95,地下二樓
RPRNMLQJKIPFFAA87DA,坡道平面,2500000,43.95,地下一樓
RPXOMLQJKIPFFAA58DA,坡道平面,2500000,43.95,地下一樓
RPPNMLQJKIPFFAA67DA,坡道平面,2300000,43.95,地下三樓
RPSNMLQJKIPFFAA97DA,坡道平面,2400000,43.95,地下二樓
RPPOMLQJKIPFFAA77DA,坡道平面,2200000,40.50,地下三樓
RPTNMLQJKIPFFAA08DA,坡道平面,2400000,43.95,地下三樓
RPUNMLQJKIPFFAA18DA,坡道平面,2400000,43.95,地下三樓
RPQOMLQJKIPFFAA87DA,坡道平面,2600000,43.95,地下一樓
RPROMLQJKIPFFAA97DA,坡道平面,2300000,43.95,地下三樓
RPPOMLNJKIPFFCA67DA,坡道平面,1700000,43.07,地下三樓
RPPQMLSJKIPFFCA38DA,一樓平面,0,,一樓
RPWPMLTJKIPFFCA09DA,塔式車位,1500000,29.93,
RPXNMLOLJIPFFDA68DA,塔式車位,0,,
RPORMLSJKIPFFCA38DA,坡道機械,1800000,13.27,地下一樓
RPVNMLOLJIPFFDA48DA,升降平面,0,39.45,地下三樓
RPPNMLTJKIPFFDA28DA,塔式車位,0,19.40,
RPSNMLRJKIPFFDA38DA,坡道平面,0,44.27,地下一樓
RPOOMLTJKIPFFDA28DA,塔式車位,1100000,23.57,
RPPNMLSJKIPFFDA18DA,坡道平面,0,41.16,地下三樓
RPTPMLTJKIPFFDA88DA,坡道平面,0,43.28,地下五樓含以下
RPTPMLTJKIPFFDA88DA,坡道平面,0,43.28,地下五樓含以下
RPXOMLSKJIPFFEA56DA,升降機械,0,15.30,地下二樓
RPVPMLSKJIPFFEA09DA,升降機械,0,15.30,地下一樓
RPVNMLRKJIPFFEA78DA,坡道平面,2600000,38.17,地下二樓
RPRPMLSKJIPFFEA68DA,升降機械,0,15.30,地下二樓
RPTNMLTKJIPFFEA78DA,升降機械,0,15.30,地下二樓
RPTNMLRLJIPFFEA68DA,坡道平面,0,30.84,地下四樓
RPTNMLRLJIPFFEA68DA,坡道平面,0,30.84,地下四樓
RPWNMLMJKIPFFEA38DA,升降機械,0,,地下二樓
RPXNMLRKJIPFFEA98DA,坡道平面,2500000,38.17,地下二樓
RPXNMLRKJIPFFEA98DA,坡道平面,2500000,38.17,地下二樓
RPTPMLRJKIPFFEA78DA,坡道平面,0,40.49,地下四樓
RPTPMLRJKIPFFEA78DA,坡道平面,0,40.49,地下四樓
RPTPMLRJKIPFFEA78DA,坡道平面,0,40.49,地下二樓
RPQPMLNJKIPFFFA18DA,坡道平面,0,,地下二樓
RPQPMLNJKIPFFFA18DA,坡道平面,0,,地下二樓
RPQPMLNJKIPFFFA18DA,坡道平面,0,,地下二樓
RPTNMLTJKIPFFAA48EA,坡道平面,2500000,38.68,地下四樓
RPUNMLTJKIPFFFA98DA,升降平面,2500000,28.38,地下三樓
RPTNMLTJKIPFFBA58EA,其他,1500000,16.33,地下二樓
RPUNMLKKKIPFFBA87EA,坡道機械,0,29.23,地下一樓
RPUNMLKKKIPFFBA87EA,坡道機械,0,29.23,地下一樓
RPXSMLKMJIPFFCA88EA,坡道機械,800000,19.75,地下四樓
