編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPVOMLRKQHGGFCB68DB,坡道機械,1100000,12.97,地下五樓含以下
RPPNMLQKQHGGFAB57CB,坡道平面,1160000,30.29,地下三樓
RPQNMLQKQHGGFAB67CB,坡道平面,1160000,30.29,地下三樓
RPSNMLQKQHGGFJB78CB,坡道平面,1350000,24.92,地下四樓
RPTNMLQKQHGGFJB88CB,坡道平面,1450000,24.92,地下二樓
RPUOMLRKQHGGFCB58DB,坡道平面,2400000,32.31,地下一樓
RPWOMLRKQHGGFCB78DB,坡道機械,1200000,12.97,地下五樓含以下
RPXOMLRKQHGGFCB88DB,坡道機械,1100000,12.97,地下五樓含以下
RPOPMLRKQHGGFCB08DB,坡道機械,1200000,12.97,地下五樓含以下
RPPPMLRKQHGGFCB18DB,坡道機械,1200000,12.97,地下五樓含以下
RPXNMLRKQHGGFFB98CB,坡道平面,1050000,26.12,地下四樓
RPQPMLRKQHGGFCB28DB,坡道機械,1200000,12.97,地下五樓含以下
RPUNMLRKQHGGFCB38CB,坡道平面,1600000,32.69,地下三樓
RPUNMLRKQHGGFCB38CB,坡道平面,1600000,32.69,地下三樓
RPTOMLRKQHGGFCB38CB,坡道平面,1800000,30.65,地下三樓
RPRNMLRKQHGGFCB08CB,坡道平面,1900000,30.65,地下二樓
RPPNMLSKQHGGFHB48CB,坡道平面,1250000,32.95,地下二樓
RPVNMLKLQHGGFAB67CB,坡道平面,1400000,23.90,地下三樓
RPWNMLKLQHGGFAB77CB,坡道平面,1400000,23.90,地下三樓
RPOOMLKLQHGGFAB07CB,坡道平面,1400000,23.90,地下三樓
RPQNMLKLQHGGFCB37CB,坡道平面,1900000,30.65,地下二樓
RPQQMLKLQHGGFBB57CB,坡道平面,1200000,30.00,地下四樓
RPXNMLKLQHGGFAB87CB,坡道平面,1500000,23.90,地下二樓
RPQNMLKLQHGGFGB77CB,坡道平面,1100000,31.96,地下一樓
RPWNMLKLQHGGFIB58CB,坡道平面,1600000,28.00,地下一樓
RPOOMLKLQHGGFIB87CB,坡道平面,1650000,36.12,地下一樓
RPQOMLKLQHGGFIB08CB,坡道平面,1500000,33.00,地下四樓
RPQOMLKLQHGGFIB08CB,坡道平面,1500000,33.00,地下四樓
RPQOMLKLQHGGFIB08CB,坡道平面,1500000,33.00,地下四樓
RPQOMLKLQHGGFIB08CB,坡道平面,1500000,33.00,地下四樓
RPSOMLNLQHGGFBB87CB,坡道平面,1200000,26.45,地下二樓
RPPWMLMLQHGGFBB28CB,坡道平面,1400000,39.67,地下一樓
RPVOMLNLQHGGFBB18CB,坡道平面,1100000,26.45,地下三樓
RPWOMLNLQHGGFBB28CB,坡道平面,1000000,24.79,地下三樓
RPOPMLNLQHGGFBB57CB,坡道平面,1100000,26.45,地下三樓
RPTPMLNLQHGGFBB08CB,坡道平面,1200000,26.45,地下二樓
RPRPMLNLQHGGFBB87CB,坡道平面,1300000,26.45,地下一樓
RPUPMLNLQHGGFBB18CB,坡道平面,1200000,26.45,地下二樓
RPQNMLTKQHGGFHB68CB,坡道平面,1350000,32.95,地下一樓
RPWPMLNLQHGGFBB38CB,坡道平面,1200000,26.45,地下二樓
RPVPMLNLQHGGFBB28CB,坡道平面,1200000,26.45,地下二樓
RPXQMLNLQHGGFBB58CB,坡道平面,1200000,26.45,地下二樓
RPPRMLNLQHGGFBB87CB,坡道平面,1100000,26.45,地下三樓
